,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTGS,ATGS,HTGC,ATGC,HTP,ATP,HM1,HM2,HM3,HM4,HM5,AM1,AM2,AM3,AM4,AM5,HomeTeamLP,AwayTeamLP,MW,HTFormPtsStr,ATFormPtsStr,HTFormPts,ATFormPts,HTWinStreak3,HTWinStreak5,HTLossStreak3,HTLossStreak5,ATWinStreak3,ATWinStreak5,ATLossStreak3,ATLossStreak5,HTGD,ATGD,DiffPts,DiffFormPts,DiffLP
184,2017-12-23,Leicester,Man United,2,2,NH,27,39,26,12,1.368421052631579,2.1578947368421053,L,W,W,W,W,W,W,L,W,W,4.0,18.0,19.0,LWWWW,WWLWW,12,12,1,0,0,0,0,0,0,0,0.05263157894736842,1.4210526315789473,-0.7894736842105263,0.0,-14.0
185,2017-12-23,Man City,Bournemouth,4,0,H,56,15,12,24,2.736842105263158,0.8421052631578947,W,W,W,W,W,L,L,D,D,L,2.0,18.0,19.0,WWWWW,LLDDL,15,2,1,1,0,0,0,0,0,0,2.3157894736842106,-0.47368421052631576,1.894736842105263,0.6842105263157895,-16.0
186,2017-12-23,Southampton,Huddersfield,1,1,NH,17,16,24,30,0.9473684210526315,1.105263157894737,L,L,D,D,L,W,L,W,L,L,19.0,16.0,19.0,LLDDL,WLWLL,2,6,0,0,0,0,0,0,0,0,-0.3684210526315789,-0.7368421052631579,-0.15789473684210525,-0.21052631578947367,3.0
187,2017-12-23,Stoke,West Brom,3,1,H,19,13,39,24,0.8421052631578947,0.7368421052631579,L,L,L,W,L,L,D,L,D,D,18.0,13.0,19.0,LLLWL,LDLDD,3,3,0,0,0,0,0,0,0,0,-1.0526315789473684,-0.5789473684210527,0.10526315789473684,0.0,5.0
188,2017-12-23,Swansea,Crystal Palace,1,1,NH,10,15,25,28,0.631578947368421,0.8947368421052632,L,L,W,L,L,W,W,D,D,D,3.0,18.0,19.0,LLWLL,WWDDD,3,9,0,0,0,0,0,0,0,0,-0.7894736842105263,-0.6842105263157895,-0.2631578947368421,-0.3157894736842105,-15.0
189,2017-12-23,West Ham,Newcastle,2,3,NH,17,16,32,27,0.8947368421052632,0.7894736842105263,W,D,W,L,L,L,L,L,L,D,18.0,18.0,19.0,WDWLL,LLLLD,7,1,0,0,0,0,0,0,0,0,-0.7894736842105263,-0.5789473684210527,0.10526315789473684,0.3157894736842105,0.0
190,2017-12-26,Bournemouth,West Ham,3,3,NH,15,19,28,35,0.8,0.85,L,L,L,D,D,L,W,D,W,L,18.0,18.0,20.0,LLLDD,LWDWL,2,7,0,0,0,0,0,0,0,0,-0.65,-0.8,-0.05,-0.25,0.0
191,2017-12-26,Chelsea,Brighton,2,0,H,32,15,14,23,1.95,1.05,D,W,W,L,W,W,D,L,L,L,18.0,15.0,20.0,DWWLW,WDLLL,10,4,0,0,0,0,0,0,1,0,0.9,-0.4,0.9,0.3,3.0
192,2017-12-26,Huddersfield,Stoke,1,1,NH,17,22,31,40,1.1,0.95,D,W,L,W,L,W,L,L,L,W,16.0,18.0,20.0,DWLWL,WLLLW,7,6,0,0,0,0,0,0,0,0,-0.7,-0.9,0.15,0.05,-2.0
193,2017-12-26,Liverpool,Swansea,5,0,H,41,11,23,26,1.75,0.65,D,W,D,D,W,D,L,L,W,L,1.0,3.0,20.0,DWDDW,DLLWL,9,4,0,0,0,0,0,0,0,0,0.9,-0.75,1.1,0.25,-2.0
194,2017-12-26,Man United,Burnley,2,2,NH,41,16,14,15,2.1,1.6,D,W,W,L,W,L,D,W,W,L,18.0,18.0,20.0,DWWLW,LDWWL,10,7,0,0,0,0,0,0,0,0,1.35,0.05,0.5,0.15,0.0
195,2017-12-26,Tottenham,Southampton,5,2,H,34,18,18,25,1.7,0.95,W,L,W,W,D,D,L,L,D,D,14.0,19.0,20.0,WLWWD,DLLDD,10,3,0,0,0,0,0,0,0,0,0.8,-0.35,0.75,0.35,-5.0
196,2017-12-26,Watford,Leicester,2,1,H,27,29,34,28,1.1,1.35,L,L,L,L,D,D,L,W,W,W,20.0,4.0,20.0,LLLLD,DLWWW,1,10,0,0,0,0,1,0,0,0,-0.35,0.05,-0.25,-0.45,16.0
197,2017-12-26,West Brom,Everton,0,0,NH,14,24,27,30,0.7,1.3,L,L,D,L,D,D,W,W,D,W,13.0,18.0,20.0,LLDLD,DWWDW,2,11,0,0,0,0,0,0,0,0,-0.65,-0.3,-0.6,-0.45,-5.0
198,2017-12-27,Newcastle,Man City,0,1,NH,19,60,29,12,0.9,2.75,W,L,L,L,L,W,W,W,W,W,18.0,2.0,20.0,WLLLL,WWWWW,3,15,0,0,1,0,1,1,0,0,-0.5,2.4,-1.85,-0.6,16.0
199,2017-12-28,Crystal Palace,Arsenal,2,3,NH,16,34,29,23,0.9,1.7,D,W,W,D,D,D,W,D,D,L,18.0,6.0,20.0,DWWDD,DWDDL,9,6,0,0,0,0,0,0,0,0,-0.65,0.55,-0.8,0.15,12.0
200,2017-12-30,Bournemouth,Everton,2,1,H,18,24,31,30,0.8095238095238095,1.2857142857142858,D,L,L,L,D,D,D,W,W,D,18.0,18.0,21.0,DLLLD,DDWWD,2,9,0,0,0,0,0,0,0,0,-0.6190476190476191,-0.2857142857142857,-0.47619047619047616,-0.3333333333333333,0.0
201,2017-12-30,Chelsea,Stoke,5,0,H,34,23,14,41,2.0,0.9523809523809523,W,D,W,W,L,D,W,L,L,L,18.0,18.0,21.0,WDWWL,DWLLL,10,4,0,0,0,0,0,0,1,0,0.9523809523809523,-0.8571428571428571,1.0476190476190477,0.2857142857142857,0.0
202,2017-12-30,Huddersfield,Burnley,0,0,NH,18,18,32,17,1.0952380952380953,1.5714285714285714,D,D,W,L,W,D,L,D,W,W,16.0,18.0,21.0,DDWLW,DLDWW,8,8,0,0,0,0,0,0,0,0,-0.6666666666666666,0.047619047619047616,-0.47619047619047616,0.0,-2.0
203,2017-12-30,Liverpool,Leicester,2,1,H,46,30,23,30,1.8095238095238095,1.2857142857142858,W,D,W,D,D,L,D,L,W,W,1.0,4.0,21.0,WDWDD,LDLWW,9,7,0,0,0,0,0,0,0,0,1.0952380952380953,0.0,0.5238095238095238,0.09523809523809523,-3.0
204,2017-12-30,Man United,Southampton,0,0,NH,43,20,16,30,2.0476190476190474,0.9047619047619048,D,D,W,W,L,L,D,L,L,D,18.0,19.0,21.0,DDWWL,LDLLD,8,2,0,0,0,0,0,0,0,0,1.2857142857142858,-0.47619047619047616,1.1428571428571428,0.2857142857142857,-1.0
205,2017-12-30,Newcastle,Brighton,0,0,NH,19,15,30,25,0.8571428571428571,1.0,L,W,L,L,L,L,W,D,L,L,18.0,15.0,21.0,LWLLL,LWDLL,3,4,0,0,1,0,0,0,0,0,-0.5238095238095238,-0.47619047619047616,-0.14285714285714285,-0.047619047619047616,3.0
206,2017-12-30,Watford,Swansea,1,2,NH,29,11,35,31,1.1904761904761905,0.6190476190476191,W,L,L,L,L,L,D,L,L,W,20.0,3.0,21.0,WLLLL,LDLLW,3,4,0,0,1,0,0,0,0,0,-0.2857142857142857,-0.9523809523809523,0.5714285714285714,-0.047619047619047616,17.0
207,2017-12-31,Crystal Palace,Man City,0,0,NH,18,61,32,12,0.8571428571428571,2.761904761904762,L,D,W,W,D,W,W,W,W,W,18.0,2.0,21.0,LDWWD,WWWWW,8,15,0,0,0,0,1,1,0,0,-0.6666666666666666,2.3333333333333335,-1.9047619047619047,-0.3333333333333333,16.0
208,2017-12-31,West Brom,Arsenal,1,1,NH,14,37,27,25,0.7142857142857143,1.7619047619047619,D,L,L,D,L,W,D,W,D,D,13.0,6.0,21.0,DLLDL,WDWDD,2,9,0,0,0,0,0,0,0,0,-0.6190476190476191,0.5714285714285714,-1.0476190476190477,-0.3333333333333333,7.0
209,2018-01-01,Brighton,Bournemouth,2,2,NH,15,18,25,31,1.0,0.8095238095238095,L,W,D,L,L,D,L,L,L,D,15.0,18.0,21.0,LWDLL,DLLLD,4,2,0,0,0,0,0,0,0,0,-0.47619047619047616,-0.6190476190476191,0.19047619047619047,0.09523809523809523,-3.0
210,2018-01-01,Burnley,Liverpool,1,2,NH,18,48,17,24,1.5454545454545454,1.8636363636363635,D,D,L,D,W,W,W,D,W,D,18.0,1.0,22.0,DDLDW,WWDWD,6,11,0,0,0,0,0,0,0,0,0.045454545454545456,1.0909090909090908,-0.3181818181818182,-0.22727272727272727,17.0
211,2018-01-01,Everton,Man United,0,2,NH,25,43,32,16,1.2272727272727273,2.0,L,D,D,W,W,D,D,D,W,W,18.0,18.0,22.0,LDDWW,DDDWW,8,9,0,0,0,0,0,0,0,0,-0.3181818181818182,1.2272727272727273,-0.7727272727272727,-0.045454545454545456,0.0
212,2018-01-01,Leicester,Huddersfield,3,0,H,31,18,32,32,1.2272727272727273,1.0909090909090908,L,L,D,L,W,D,D,D,W,L,4.0,16.0,22.0,LLDLW,DDDWL,4,6,0,0,0,0,0,0,0,0,-0.045454545454545456,-0.6363636363636364,0.13636363636363635,-0.09090909090909091,-12.0
213,2018-01-01,Stoke,Newcastle,0,1,NH,23,19,46,30,0.9090909090909091,0.8636363636363636,L,D,W,L,L,D,L,W,L,L,18.0,18.0,22.0,LDWLL,DLWLL,4,4,0,0,0,0,0,0,0,0,-1.0454545454545454,-0.5,0.045454545454545456,0.0,0.0
214,2018-01-02,Man City,Watford,3,1,H,61,30,12,37,2.6818181818181817,1.1363636363636365,D,W,W,W,W,L,W,L,L,L,2.0,20.0,22.0,DWWWW,LWLLL,13,3,1,0,0,0,0,0,1,0,2.227272727272727,-0.3181818181818182,1.5454545454545454,0.45454545454545453,-18.0
215,2018-01-02,Southampton,Crystal Palace,1,2,NH,20,18,30,32,0.9090909090909091,0.8636363636363636,D,L,D,L,L,D,L,D,W,W,19.0,18.0,22.0,DLDLL,DLDWW,2,8,0,0,0,0,0,0,0,0,-0.45454545454545453,-0.6363636363636364,0.045454545454545456,-0.2727272727272727,1.0
216,2018-01-02,Swansea,Tottenham,0,2,NH,13,41,32,20,0.7272727272727273,1.8181818181818181,W,L,D,L,L,W,W,W,L,W,3.0,14.0,22.0,WLDLL,WWWLW,4,12,0,0,0,0,0,0,0,0,-0.8636363636363636,0.9545454545454546,-1.0909090909090908,-0.36363636363636365,-11.0
217,2018-01-02,West Ham,West Brom,2,1,H,24,15,39,28,0.9545454545454546,0.7272727272727273,W,D,L,W,D,D,D,L,L,D,18.0,13.0,22.0,WDLWD,DDLLD,8,3,0,0,0,0,0,0,0,0,-0.6818181818181818,-0.5909090909090909,0.22727272727272727,0.22727272727272727,5.0
218,2018-01-03,Arsenal,Chelsea,2,2,NH,38,39,26,14,1.7272727272727273,2.0454545454545454,D,W,D,W,D,W,W,D,W,W,6.0,18.0,22.0,DWDWD,WWDWW,9,13,0,0,0,0,0,0,0,0,0.5454545454545454,1.1363636363636365,-0.3181818181818182,-0.18181818181818182,-12.0
219,2018-01-04,Tottenham,West Ham,1,1,NH,41,24,20,39,1.8181818181818181,0.9545454545454546,W,W,W,L,W,W,D,L,W,D,14.0,18.0,22.0,WWWLW,WDLWD,12,8,0,0,0,0,0,0,0,0,0.9545454545454546,-0.6818181818181818,0.8636363636363636,0.18181818181818182,-4.0
220,2018-01-13,Chelsea,Leicester,0,0,NH,41,34,16,32,2.0,1.3043478260869565,D,W,W,D,W,W,L,L,D,L,18.0,4.0,23.0,DWWDW,WLLDL,11,4,0,0,0,0,0,0,0,0,1.0869565217391304,0.08695652173913043,0.6956521739130435,0.30434782608695654,14.0
221,2018-01-13,Crystal Palace,Burnley,1,0,H,20,19,33,19,0.9565217391304348,1.4782608695652173,W,D,L,D,W,L,D,D,L,D,18.0,18.0,23.0,WDLDW,LDDLD,8,3,0,0,0,0,0,0,0,0,-0.5652173913043478,0.0,-0.5217391304347826,0.21739130434782608,0.0
222,2018-01-13,Huddersfield,West Ham,1,4,NH,18,25,35,40,1.0434782608695652,0.9565217391304348,L,D,D,D,W,D,W,D,L,W,16.0,18.0,23.0,LDDDW,DWDLW,6,8,0,0,0,0,0,0,0,0,-0.7391304347826086,-0.6521739130434783,0.08695652173913043,-0.08695652173913043,-2.0
223,2018-01-13,Newcastle,Swansea,1,1,NH,20,13,30,34,0.9565217391304348,0.6956521739130435,W,D,L,W,L,L,W,L,D,L,18.0,3.0,23.0,WDLWL,LWLDL,7,4,0,0,0,0,0,0,0,0,-0.43478260869565216,-0.9130434782608695,0.2608695652173913,0.13043478260869565,15.0
224,2018-01-13,Tottenham,Everton,4,0,H,42,25,21,34,1.7826086956521738,1.173913043478261,D,W,W,W,L,L,L,D,D,W,14.0,18.0,23.0,DWWWL,LLDDW,10,5,0,0,0,0,0,0,0,0,0.9130434782608695,-0.391304347826087,0.6086956521739131,0.21739130434782608,-4.0
225,2018-01-13,Watford,Southampton,2,2,NH,31,21,40,32,1.0869565217391304,0.8695652173913043,L,L,W,L,L,L,D,L,D,L,20.0,19.0,23.0,LLWLL,LDLDL,3,2,0,0,0,0,0,0,0,0,-0.391304347826087,-0.4782608695652174,0.21739130434782608,0.043478260869565216,1.0
226,2018-01-13,West Brom,Brighton,2,0,H,16,17,30,27,0.6956521739130435,1.0,L,D,D,L,L,D,D,L,W,D,13.0,15.0,23.0,LDDLL,DDLWD,2,6,0,0,0,0,0,0,0,0,-0.6086956521739131,-0.43478260869565216,-0.30434782608695654,-0.17391304347826086,-2.0
227,2018-01-14,Bournemouth,Arsenal,2,1,H,22,40,34,28,0.9130434782608695,1.6956521739130435,D,W,D,L,L,D,D,W,D,W,18.0,6.0,23.0,DWDLL,DDWDW,5,9,0,0,0,0,0,0,0,0,-0.5217391304347826,0.5217391304347826,-0.782608695652174,-0.17391304347826086,12.0
228,2018-01-14,Liverpool,Man City,4,3,H,50,64,25,13,1.9130434782608696,2.6956521739130435,W,W,W,D,W,W,D,W,W,W,1.0,2.0,23.0,WWWDW,WDWWW,13,13,0,0,0,0,1,0,0,0,1.0869565217391304,2.217391304347826,-0.782608695652174,0.0,-1.0
229,2018-01-15,Man United,Stoke,3,0,H,45,23,16,47,2.0434782608695654,0.8695652173913043,W,D,D,D,W,L,L,D,W,L,18.0,18.0,23.0,WDDDW,LLDWL,9,4,0,0,0,0,0,0,0,0,1.2608695652173914,-1.0434782608695652,1.173913043478261,0.21739130434782608,0.0
230,2018-01-20,Arsenal,Crystal Palace,4,1,H,41,21,30,33,1.625,1.0416666666666667,L,D,D,W,D,W,W,D,L,D,6.0,18.0,24.0,LDDWD,WWDLD,6,8,0,0,0,0,0,0,0,0,0.4583333333333333,-0.5,0.5833333333333334,-0.08333333333333333,-12.0
231,2018-01-20,Brighton,Chelsea,0,4,NH,17,41,29,16,0.9583333333333334,1.9583333333333333,L,D,D,L,W,D,D,W,W,D,15.0,18.0,24.0,LDDLW,DDWWD,5,9,0,0,0,0,0,0,0,0,-0.5,1.0416666666666667,-1.0,-0.16666666666666666,-3.0
232,2018-01-20,Burnley,Man United,0,1,NH,19,48,20,16,1.4166666666666667,2.0833333333333335,L,L,D,D,L,W,W,D,D,D,18.0,18.0,24.0,LLDDL,WWDDD,2,9,0,0,0,0,0,0,0,0,-0.041666666666666664,1.3333333333333333,-0.6666666666666666,-0.2916666666666667,0.0
233,2018-01-20,Everton,West Brom,1,1,NH,25,18,38,30,1.125,0.7916666666666666,L,L,L,D,D,W,L,D,D,L,18.0,13.0,24.0,LLLDD,WLDDL,2,5,0,0,0,0,0,0,0,0,-0.5416666666666666,-0.5,0.3333333333333333,-0.125,5.0
234,2018-01-20,Leicester,Watford,2,0,H,34,33,32,42,1.2916666666666667,1.0833333333333333,D,W,L,L,D,D,L,L,W,L,4.0,20.0,24.0,DWLLD,DLLWL,5,4,0,0,0,0,0,0,0,0,0.08333333333333333,-0.375,0.20833333333333334,0.041666666666666664,-16.0
235,2018-01-20,Man City,Newcastle,3,1,H,67,21,17,31,2.5833333333333335,0.9583333333333334,L,W,D,W,W,D,W,D,L,W,2.0,18.0,24.0,LWDWW,DWDLW,10,8,0,0,0,0,0,0,0,0,2.0833333333333335,-0.4166666666666667,1.625,0.08333333333333333,-16.0
236,2018-01-20,Stoke,Huddersfield,2,0,H,23,19,50,39,0.8333333333333334,1.0,L,L,L,D,W,L,L,D,D,D,18.0,16.0,24.0,LLLDW,LLDDD,4,3,0,0,0,0,0,0,0,0,-1.125,-0.8333333333333334,-0.16666666666666666,0.041666666666666664,2.0
237,2018-01-20,West Ham,Bournemouth,1,1,NH,29,24,41,35,1.0416666666666667,1.0,W,D,W,D,L,W,D,W,D,L,18.0,18.0,24.0,WDWDL,WDWDL,8,8,0,0,0,0,0,0,0,0,-0.5,-0.4583333333333333,0.041666666666666664,0.0,0.0
238,2018-01-21,Southampton,Tottenham,1,1,NH,23,46,34,21,0.875,1.8333333333333333,D,L,D,L,D,W,D,W,W,W,19.0,14.0,24.0,DLDLD,WDWWW,3,13,0,0,0,0,1,0,0,0,-0.4583333333333333,1.0416666666666667,-0.9583333333333334,-0.4166666666666667,5.0
239,2018-01-22,Swansea,Liverpool,1,0,H,14,54,35,28,0.7083333333333334,1.9583333333333333,D,L,W,L,D,W,W,W,W,D,3.0,1.0,24.0,DLWLD,WWWWD,5,13,0,0,0,0,0,0,0,0,-0.875,1.0833333333333333,-1.25,-0.3333333333333333,2.0
240,2018-01-30,Huddersfield,Liverpool,0,3,NH,19,54,41,29,0.96,1.88,L,L,L,D,D,L,W,W,W,W,16.0,1.0,25.0,LLLDD,LWWWW,2,12,0,0,0,0,1,0,0,0,-0.88,1.0,-0.92,-0.4,15.0
241,2018-01-30,Swansea,Arsenal,3,1,H,15,45,35,31,0.8,1.68,W,D,L,W,L,W,L,D,D,W,3.0,6.0,25.0,WDLWL,WLDDW,7,8,0,0,0,0,0,0,0,0,-0.8,0.56,-0.88,-0.04,-3.0
242,2018-01-30,West Ham,Crystal Palace,1,1,NH,30,22,42,37,1.04,1.0,D,W,D,W,D,L,W,W,D,L,18.0,18.0,25.0,DWDWD,LWWDL,9,7,0,0,0,0,0,0,0,0,-0.48,-0.6,0.04,0.08,0.0
243,2018-01-31,Chelsea,Bournemouth,0,3,NH,45,25,16,36,2.0,1.0,W,D,D,W,W,D,W,D,W,D,18.0,18.0,25.0,WDDWW,DWDWD,11,9,0,0,0,0,0,0,0,0,1.16,-0.44,1.0,0.08,0.0
244,2018-01-31,Everton,Leicester,2,1,H,26,36,39,32,1.12,1.36,D,L,L,L,D,W,D,W,L,L,18.0,4.0,25.0,DLLLD,WDWLL,2,7,0,0,0,0,0,0,0,0,-0.52,0.16,-0.24,-0.2,14.0
245,2018-01-31,Man City,West Brom,3,0,H,70,19,18,31,2.6,0.8,W,L,W,D,W,D,W,L,D,D,2.0,13.0,25.0,WLWDW,DWLDD,10,6,0,0,0,0,0,0,0,0,2.08,-0.48,1.8,0.16,-11.0
246,2018-01-31,Newcastle,Burnley,1,1,NH,22,19,34,21,0.92,1.36,L,D,W,D,L,L,L,L,D,D,18.0,18.0,25.0,LDWDL,LLLDD,5,2,0,0,0,0,0,0,0,0,-0.48,-0.08,-0.44,0.12,0.0
247,2018-01-31,Southampton,Brighton,1,1,NH,24,17,35,33,0.88,0.92,D,D,L,D,L,L,L,D,D,L,19.0,15.0,25.0,DDLDL,LLDDL,3,2,0,0,0,0,0,0,0,0,-0.44,-0.64,-0.04,0.04,4.0
248,2018-01-31,Stoke,Watford,0,0,NH,25,33,50,44,0.92,1.04,W,L,L,L,D,L,D,L,L,W,18.0,20.0,25.0,WLLLD,LDLLW,4,4,0,0,0,0,0,0,0,0,-1.0,-0.44,-0.12,0.0,-2.0
249,2018-01-31,Tottenham,Man United,2,0,H,47,49,22,16,1.8,2.12,D,W,D,W,W,W,W,W,D,D,14.0,18.0,25.0,DWDWW,WWWDD,11,11,0,0,0,0,0,0,0,0,1.0,1.32,-0.32,0.0,-4.0
250,2018-02-03,Arsenal,Everton,5,1,H,46,28,34,40,1.6153846153846154,1.1923076923076923,L,W,L,D,D,W,D,L,L,L,6.0,18.0,26.0,LWLDD,WDLLL,5,4,0,0,0,0,0,0,1,0,0.46153846153846156,-0.46153846153846156,0.4230769230769231,0.038461538461538464,-12.0
251,2018-02-03,Bournemouth,Stoke,2,1,H,28,25,36,50,1.0769230769230769,0.9230769230769231,W,D,W,D,W,D,W,L,L,L,18.0,18.0,26.0,WDWDW,DWLLL,11,4,0,0,0,0,0,0,1,0,-0.3076923076923077,-0.9615384615384616,0.15384615384615385,0.2692307692307692,0.0
252,2018-02-03,Brighton,West Ham,3,1,H,18,31,34,43,0.9230769230769231,1.0384615384615385,D,L,L,D,D,D,D,W,D,W,15.0,18.0,26.0,DLLDD,DDWDW,3,9,0,0,0,0,0,0,0,0,-0.6153846153846154,-0.46153846153846156,-0.11538461538461539,-0.23076923076923078,-3.0
253,2018-02-03,Burnley,Man City,1,1,NH,20,73,22,18,1.3461538461538463,2.6153846153846154,D,L,L,L,D,W,W,L,W,D,18.0,2.0,26.0,DLLLD,WWLWD,2,10,0,0,0,0,0,0,0,0,-0.07692307692307693,2.1153846153846154,-1.2692307692307692,-0.3076923076923077,16.0
254,2018-02-03,Leicester,Swansea,1,1,NH,37,18,34,36,1.3076923076923077,0.8846153846153846,L,W,D,W,L,W,W,D,L,W,4.0,3.0,26.0,LWDWL,WWDLW,7,10,0,0,0,0,0,0,0,0,0.11538461538461539,-0.6923076923076923,0.4230769230769231,-0.11538461538461539,1.0
255,2018-02-03,Man United,Huddersfield,2,0,H,49,19,18,44,2.0384615384615383,0.9230769230769231,L,W,W,W,D,L,L,L,L,D,18.0,16.0,26.0,LWWWD,LLLLD,10,1,0,0,0,0,0,0,0,0,1.1923076923076923,-0.9615384615384616,1.1153846153846154,0.34615384615384615,2.0
256,2018-02-03,West Brom,Southampton,2,3,NH,19,25,34,36,0.7692307692307693,0.8846153846153846,L,D,W,L,D,D,D,D,L,D,13.0,19.0,26.0,LDWLD,DDDLD,5,4,0,0,0,0,0,0,0,0,-0.5769230769230769,-0.4230769230769231,-0.11538461538461539,0.038461538461538464,-6.0
257,2018-02-04,Crystal Palace,Newcastle,1,1,NH,23,23,38,35,1.0,0.9230769230769231,D,L,W,W,D,D,L,D,W,D,18.0,18.0,26.0,DLWWD,DLDWD,8,6,0,0,0,0,0,0,0,0,-0.5769230769230769,-0.46153846153846156,0.07692307692307693,0.07692307692307693,0.0
258,2018-02-04,Liverpool,Tottenham,2,2,NH,57,49,29,22,1.9230769230769231,1.8461538461538463,W,L,W,W,W,W,D,W,D,W,1.0,14.0,26.0,WLWWW,WDWDW,12,11,1,0,0,0,0,0,0,0,1.0769230769230769,1.0384615384615385,0.07692307692307693,0.038461538461538464,-13.0
259,2018-02-05,Watford,Chelsea,4,1,H,33,45,44,19,1.0384615384615385,1.9230769230769231,D,L,D,L,L,L,W,D,D,W,20.0,18.0,26.0,DLDLL,LWDDW,2,8,0,0,0,0,0,0,0,0,-0.4230769230769231,1.0,-0.8846153846153846,-0.23076923076923078,2.0
260,2018-02-10,Everton,Crystal Palace,3,1,H,29,24,45,39,1.1481481481481481,1.0,L,W,D,L,L,D,D,L,W,W,18.0,18.0,27.0,LWDLL,DDLWW,4,8,0,0,0,0,0,0,0,0,-0.5925925925925926,-0.5555555555555556,0.14814814814814814,-0.14814814814814814,0.0
261,2018-02-10,Man City,Leicester,5,1,H,74,38,19,35,2.5555555555555554,1.2962962962962963,D,W,W,L,W,D,L,W,D,W,2.0,4.0,27.0,DWWLW,DLWDW,10,8,0,0,0,0,0,0,0,0,2.037037037037037,0.1111111111111111,1.2592592592592593,0.07407407407407407,-2.0
262,2018-02-10,Stoke,Brighton,1,1,NH,26,21,52,35,0.8888888888888888,1.0,L,D,W,L,L,W,D,L,L,D,18.0,15.0,27.0,LDWLL,WDLLD,4,5,0,0,0,0,0,0,0,0,-0.9629629629629629,-0.5185185185185185,-0.1111111111111111,-0.037037037037037035,3.0
263,2018-02-10,Swansea,Burnley,1,0,H,19,21,37,23,0.8888888888888888,1.3333333333333333,D,W,W,D,L,D,D,L,L,L,3.0,18.0,27.0,DWWDL,DDLLL,8,2,0,0,0,0,0,0,1,0,-0.6666666666666666,-0.07407407407407407,-0.4444444444444444,0.2222222222222222,-15.0
264,2018-02-10,Tottenham,Arsenal,1,0,H,51,51,24,35,1.8148148148148149,1.6666666666666667,D,W,D,W,D,W,L,W,L,D,14.0,6.0,27.0,DWDWD,WLWLD,9,7,0,0,0,0,0,0,0,0,1.0,0.5925925925925926,0.14814814814814814,0.07407407407407407,8.0
265,2018-02-10,West Ham,Watford,2,0,H,32,37,46,45,1.0,1.1111111111111112,L,D,D,W,D,W,D,L,D,L,18.0,20.0,27.0,LDDWD,WDLDL,6,5,0,0,0,0,0,0,0,0,-0.5185185185185185,-0.2962962962962963,-0.1111111111111111,0.037037037037037035,-2.0
266,2018-02-11,Huddersfield,Bournemouth,4,1,H,19,30,46,37,0.8888888888888888,1.1481481481481481,L,L,L,L,L,W,W,D,W,D,16.0,18.0,27.0,LLLLL,WWDWD,0,11,0,0,1,1,0,0,0,0,-1.0,-0.25925925925925924,-0.25925925925925924,-0.4074074074074074,-2.0
267,2018-02-11,Newcastle,Man United,1,0,H,24,51,36,18,0.9259259259259259,2.074074074074074,D,D,L,D,W,W,L,W,W,W,18.0,18.0,27.0,DDLDW,WLWWW,6,12,0,0,0,0,1,0,0,0,-0.4444444444444444,1.2222222222222223,-1.1481481481481481,-0.2222222222222222,0.0
268,2018-02-11,Southampton,Liverpool,0,2,NH,28,59,38,31,0.9629629629629629,1.8888888888888888,W,D,D,D,L,D,W,L,W,W,19.0,1.0,27.0,WDDDL,DWLWW,6,10,0,0,0,0,0,0,0,0,-0.37037037037037035,1.037037037037037,-0.9259259259259259,-0.14814814814814814,18.0
269,2018-02-12,Chelsea,West Brom,3,0,H,46,21,23,37,1.8518518518518519,0.7407407407407407,L,L,W,D,D,L,L,D,W,L,18.0,13.0,27.0,LLWDD,LLDWL,5,4,0,0,0,0,0,0,0,0,0.8518518518518519,-0.5925925925925926,1.1111111111111112,0.037037037037037035,5.0
270,2018-02-24,Bournemouth,Newcastle,2,2,NH,31,25,41,36,1.1071428571428572,1.0,L,W,W,D,W,W,D,D,L,D,18.0,18.0,28.0,LWWDW,WDDLD,10,6,0,0,0,0,0,0,0,0,-0.35714285714285715,-0.39285714285714285,0.10714285714285714,0.14285714285714285,0.0
271,2018-02-24,Brighton,Swansea,4,1,H,22,20,36,37,1.0,0.9642857142857143,D,W,D,L,L,W,D,W,W,D,15.0,3.0,28.0,DWDLL,WDWWD,5,11,0,0,0,0,0,0,0,0,-0.5,-0.6071428571428571,0.03571428571428571,-0.21428571428571427,12.0
272,2018-02-24,Burnley,Southampton,1,1,NH,21,28,24,40,1.2857142857142858,0.9285714285714286,L,D,D,L,L,L,W,D,D,D,18.0,19.0,28.0,LDDLL,LWDDD,2,6,0,0,0,0,0,0,0,0,-0.10714285714285714,-0.42857142857142855,0.35714285714285715,-0.14285714285714285,-1.0
273,2018-02-24,Leicester,Stoke,1,1,NH,39,27,40,53,1.25,0.8928571428571429,L,D,L,W,D,D,L,D,W,L,4.0,18.0,28.0,LDLWD,DLDWL,5,5,0,0,0,0,0,0,0,0,-0.03571428571428571,-0.9285714285714286,0.35714285714285715,0.0,-14.0
274,2018-02-24,Liverpool,West Ham,4,1,H,61,34,31,46,1.9285714285714286,1.0714285714285714,W,D,W,L,W,W,L,D,D,W,1.0,18.0,28.0,WDWLW,WLDDW,10,8,0,0,0,0,0,0,0,0,1.0714285714285714,-0.42857142857142855,0.8571428571428571,0.07142857142857142,-17.0
